x1,x2,y
0.922499891020781,0.1910752091410215,0
0.4209996841473581,0.5555879031227693,1
0.22763820838075677,0.986610173701881,1
0.2460743013649761,0.8219931108221155,1
0.7054190187389521,0.24587999400700766,0
0.8728793452025236,0.5311244298223222,0
0.3667517140856307,0.14942223083734685,0
0.3306258997113475,0.46350531419856555,1
0.6436078822531869,0.5294931042193065,0
0.6454121638798556,0.36023926675501705,0
0.23412562335270537,0.4994786723415209,1
0.7732005579123267,0.6917524938655095,0
0.0728502003219127,0.35611559337787635,1
0.18154408003087252,0.6446059233774605,1
0.5650534534295693,0.7202974265605189,0
0.4025049893915006,0.9206791021034395,1
0.6341695833842649,0.4162417577908206,0
0.7561270125361068,0.39268167912498975,0
0.1534724860108031,0.9628274505545525,1
0.28366747591580155,0.09973237103009747,0
0.7787920484604636,0.17283599634872382,0
0.5982546187661676,0.13775692274691376,0
0.29612195117145945,0.1887446404414177,0
0.6865956886061682,0.9081609281661714,0
0.9655526891788263,0.4267338867514022,0
0.695113629607866,0.296995877255005,0
0.577648980366965,0.5676327451879368,0
0.016385062730855715,0.9220804763019786,1
0.4335349074175102,0.22655464501388856,0
0.7035446773150346,0.016172875891261262,0
0.14784599062789017,0.6924682845169055,1
0.47087898087614444,0.27945250827895196,0
0.636286225483211,0.45279669571515224,0
0.014211022499088899,0.4005077539966,1
0.450402814578333,0.6161761612347056,0
0.3614072809653932,0.883566617196983,1
0.6685760885708908,0.9780986887798134,0
0.9389115660028798,0.9866657445311878,0
0.8835879902418249,0.1180878554117144,0
0.9420278619085648,0.7306112812346823,0
0.8488906139615584,0.6521730119329461,0
0.5590114939017808,0.6591236631613302,0
0.43776337726300285,0.9670271300979946,1
0.8304188632094991,0.20040088801876677,0
0.9325018054857531,0.8656550817744934,0
0.028431931918461162,0.9755065318552213,1
0.8574277143454431,0.578013826591042,0
0.4271470281582188,0.03470869084161199,0
0.20951529133150493,0.19610249640475397,1
0.13765143317041262,0.45251026835180974,1
0.5352500591103058,0.8707413618541924,1
0.6642766520261825,0.8402823208091852,0
0.5910880290111996,0.4066610891565343,0
0.9346972133628138,0.619277151604147,0
0.8112905488034051,0.24750906575253862,0
0.8287893737839331,0.9905194840302255,0
0.4223562361566968,0.1783568957167293,0
0.6925319631844593,0.9187298772005619,0
0.4241571679685655,0.8627007471301618,1
0.6756759313108998,0.3414964100589686,0
0.6349916885294697,0.5489326564608621,0
0.4699506271157644,0.4171747162958589,0
0.5008269786775342,0.8958089006323245,1
0.2854294806600467,0.5592680596350414,1
0.31857331683951273,0.8403079071786739,1
0.15083632833903582,0.7008873058752608,1
0.312638634612768,0.5068164707812268,1
0.04971998298498359,0.9648502156352113,1
0.08845928769811096,0.6712192119930709,1
0.7168584463052976,0.6331745914043015,0
0.6972923953011062,0.7918930625323995,0
0.5118191534902169,0.7913574716853077,1
0.5503850522324012,0.2426666463583398,0
0.8988506839285864,0.331877821078847,0
0.6204763108654398,0.3598348125419515,0
0.7549111986280387,0.9279192853953869,0
0.005317083848682125,0.8637077630929114,1
0.7515980999734659,0.8100952807720434,0
0.44439558797523193,0.9640961819219277,1
0.10837968338012982,0.7718207868345169,1
0.27372075276793884,0.4574934378805757,1
0.703944694568427,0.48814532892820406,0
0.8271157036399168,0.7830537923681699,0
0.4176100246371689,0.6763861168561437,1
0.5689996996206286,0.6701439823683629,0
0.3389367023834984,0.6967760769818435,1
0.0015382152855307751,0.47102925807761487,1
0.9270894503524815,0.32166510921255365,0
0.6366498028234159,0.2894443876223176,0
0.4631579765555618,0.37503211858089947,0
0.0395749114287437,0.11764908888401537,1
0.24121099870749774,0.5338212480588175,1
0.7077350779969452,0.39905242435751265,0
0.3386054482617499,0.024298916397079928,0
0.22787128110071064,0.008097424691243749,0
0.9394636140142755,0.320707450995282,0
0.9267686537032919,0.16571343976287023,0
0.1495619154699992,0.595366991366879,1
0.565598638644951,0.19991348351769467,0
0.17804954398164774,0.3780351780812339,1
0.48730060303880474,0.8093664064591503,1
0.9300832152052896,0.01789500144568601,0
0.00814875800528847,0.8380763815168073,1
0.09284573652598571,0.7428297908228074,1
0.44504739714968766,0.9326130441860127,1
0.21676943321697362,0.4551415744795394,1
0.562123382036019,0.11887855938338832,0
0.658801722545701,0.36535971651745613,0
0.2310300668211479,0.42820035700575987,1
0.6711539436130928,0.7288378634026056,0
0.12996859610174483,0.8451728270285671,1
0.5294991136345868,0.7254357889910714,0
0.7312351122442081,0.18534413868453825,0
0.744158923838283,0.3575944906794789,0
0.1988156592715642,0.7494786963639172,1
0.30912562074842476,0.4418140905115776,1
0.22277457381440402,0.8387671653777364,1
0.3197905080488367,0.1962017331278152,0
0.5243552038401526,0.4044406666576985,0
0.9657027954839508,0.09973044467593406,0
0.9482474230946958,0.5409661194019144,0
0.7675313617486466,0.2455903817795202,0
0.6250284574877407,0.9826766843480285,0
0.47097390682427764,0.43358547190653385,0
